index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,native-country,Y
58,50,Private,132652,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,United-States,0
14900,17,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,United-States,0
3694,40,Private,132652,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
471,17,Private,132652,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,United-States,0
14049,19,?,132652,HS-grad,9,Never-married,?,Own-child,White,Male,United-States,0
14020,23,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
5445,28,Private,132652,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
5080,36,Private,132652,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,1
16665,23,Local-gov,132652,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,United-States,0
1410,35,Private,132652,Masters,14,Separated,Tech-support,Not-in-family,White,Female,United-States,0
13690,19,Private,132652,HS-grad,9,Never-married,Sales,Own-child,White,Female,United-States,0
7756,24,Private,132652,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,United-States,0
9468,23,Private,132652,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
120,31,Private,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
1313,19,Private,132652,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,United-States,0
13507,23,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
9501,23,Private,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
12211,28,Private,132652,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,0
8967,36,Private,132652,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,1
11481,22,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
9681,23,Self-emp-not-inc,132652,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Male,United-States,0
6602,29,Private,132652,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,0
13665,26,Private,132652,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,United-States,0
10467,17,Private,132652,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,0
956,28,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
10396,23,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
1144,24,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,United-States,0
11322,17,Private,132652,11th,7,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,Philippines,0
7397,38,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,United-States,0
8435,18,Private,132652,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
13301,23,Private,132652,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
3739,19,Self-emp-not-inc,132652,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
569,24,Private,132652,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,United-States,0
10562,25,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
5605,19,State-gov,132652,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Female,United-States,0
4118,31,Private,132652,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
14867,36,?,132652,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,United-States,1
11174,50,State-gov,132652,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
9598,37,Private,132652,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
16910,24,Private,132652,9th,5,Never-married,Handlers-cleaners,Unmarried,White,Male,United-States,0
1491,23,Private,132652,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States,0
15971,41,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
4021,58,Private,132652,Bachelors,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,0
6420,23,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
12324,32,Private,132652,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,United-States,0
15195,19,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
15501,19,Private,132652,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,United-States,1
5754,24,State-gov,132652,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,Black,Male,United-States,0
11260,32,?,132652,HS-grad,9,Divorced,?,Unmarried,White,Female,United-States,0
13105,36,Private,132652,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,United-States,1
13890,17,Private,132652,10th,6,Never-married,Sales,Own-child,White,Male,United-States,0
566,19,?,132652,12th,8,Never-married,Craft-repair,Own-child,White,Male,United-States,0
16995,23,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
6365,19,Private,132652,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,United-States,0
9027,35,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
12591,23,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
12769,19,Private,132652,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,United-States,0
11700,33,Self-emp-inc,132652,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,United-States,0
8897,45,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
2300,23,Local-gov,132652,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,United-States,1
7061,23,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
12953,27,Federal-gov,132652,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,0
14761,41,Private,132652,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Female,United-States,0
8773,50,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
10682,24,?,132652,HS-grad,9,Divorced,?,Not-in-family,White,Female,United-States,0
8596,43,Private,132652,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,United-States,1
7508,50,Private,132652,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,United-States,0
11294,23,Private,132652,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,1
7865,36,Private,132652,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,United-States,1
11040,19,Private,132652,HS-grad,9,Never-married,Sales,Own-child,White,Female,United-States,0
16127,17,Self-emp-inc,132652,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
1046,33,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,1
3534,50,State-gov,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
5821,17,Self-emp-not-inc,132652,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,1
468,37,Private,132652,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,United-States,0
11447,23,Private,132652,9th,5,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,0
11954,36,Federal-gov,132652,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,0
15146,23,Private,132652,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,1
1444,21,Private,132652,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,United-States,0
10304,50,Private,132652,Masters,14,Never-married,Exec-managerial,Unmarried,White,Female,United-States,0
8708,17,Local-gov,132652,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,1
7032,33,State-gov,132652,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,United-States,0
5935,17,Private,132652,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,1
365,50,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
11969,34,Private,132652,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,0
8798,17,Private,132652,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,0
3044,23,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
16439,26,Private,132652,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Female,United-States,0
3106,25,Private,132652,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,United-States,0
15206,19,Private,132652,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,United-States,0
12330,32,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
6568,19,Private,132652,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,United-States,0
2629,28,Private,132652,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,United-States,0
5803,31,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
14912,23,Private,132652,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,United-States,0
9042,19,Private,132652,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
441,21,Private,132652,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,0
4465,28,Private,132652,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,United-States,0
9471,28,Private,24694,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,United-States,0
2239,23,Private,132652,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,0
2008,50,Self-emp-inc,132652,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
11375,39,Self-emp-not-inc,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
14082,24,State-gov,132652,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,0
14062,23,Private,132652,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
4705,31,Private,132652,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,United-States,0
3687,50,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,1
616,17,Self-emp-not-inc,132652,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,0
5810,28,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
11752,50,Private,132652,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,United-States,1
15833,19,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
10205,37,Private,132652,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
16786,17,?,132652,HS-grad,9,Never-married,?,Not-in-family,White,Female,United-States,0
1810,33,Private,132652,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,United-States,0
16722,28,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
12882,36,Private,132652,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,1
6453,34,Private,132652,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,United-States,0
10159,23,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,1
12922,17,Self-emp-inc,132652,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
9466,21,?,132652,Some-college,10,Never-married,?,Own-child,White,Female,United-States,0
4836,21,Private,132652,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,United-States,0
1951,46,Private,132652,Assoc-voc,11,Separated,Other-service,Unmarried,White,Female,United-States,0
1445,21,Private,132652,Some-college,10,Never-married,Sales,Own-child,White,Female,United-States,0
9945,19,Private,132652,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,United-States,0
15104,17,Private,132652,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
3835,20,State-gov,132652,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,0
11569,17,Private,132652,10th,6,Never-married,Craft-repair,Other-relative,White,Male,United-States,0
3322,31,Federal-gov,132652,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,0
4028,36,Self-emp-not-inc,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
3926,38,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
16891,21,Private,132652,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,United-States,0
9668,35,Self-emp-not-inc,132652,11th,7,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
14806,31,Private,132652,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,United-States,0
9841,24,Private,132652,Assoc-acdm,12,Never-married,Sales,Not-in-family,Black,Female,United-States,0
14896,18,Private,132652,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,United-States,0
13435,42,Federal-gov,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
16724,30,Private,132652,Assoc-voc,11,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
6440,30,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
9457,36,Private,132652,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Male,United-States,0
11671,17,Self-emp-not-inc,132652,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Male,United-States,0
16396,21,Private,132652,12th,8,Married-civ-spouse,Other-service,Wife,White,Female,United-States,0
7914,18,Private,132652,11th,7,Never-married,Sales,Not-in-family,White,Male,United-States,0
1104,37,Private,132652,Some-college,9,Divorced,Tech-support,Not-in-family,White,Male,United-States,0
7669,31,Private,132652,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,United-States,0
5903,20,?,132652,Some-college,10,Never-married,?,Own-child,White,Male,United-States,0
11712,28,Private,132652,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,United-States,0
10905,38,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
11378,19,?,132652,Some-college,10,Never-married,?,Own-child,White,Female,United-States,0
12432,50,Private,132652,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
16081,31,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
15319,17,Private,132652,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
3503,18,Private,132652,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,United-States,0
16365,23,Private,132652,HS-grad,9,Widowed,Sales,Unmarried,Asian-Pac-Islander,Female,United-States,0
1389,36,Private,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
5730,50,Self-emp-inc,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
5050,55,?,132652,HS-grad,9,Widowed,?,Not-in-family,White,Female,United-States,0
10523,23,Private,132652,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
7142,23,Local-gov,132652,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,0
3684,24,Private,132652,Assoc-voc,9,Never-married,Other-service,Own-child,White,Female,United-States,0
16896,23,Private,132652,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
1470,23,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
8440,23,Private,132652,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,0
8615,36,Self-emp-not-inc,132652,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
11779,50,Private,132652,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
9857,24,Private,132652,Some-college,10,Divorced,Sales,Not-in-family,White,Male,United-States,0
12888,27,State-gov,132652,Masters,14,Never-married,Exec-managerial,Unmarried,White,Female,United-States,0
3104,58,Private,132652,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,0
4303,24,Private,132652,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,United-States,0
4856,60,Private,132652,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,1
5932,22,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
1110,24,Private,132652,11th,7,Never-married,Sales,Unmarried,White,Female,United-States,0
6484,50,Private,132652,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
8396,44,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
13715,43,State-gov,132652,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,United-States,0
4195,23,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
15466,31,Private,132652,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
1368,30,Private,132652,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,United-States,0
9147,17,Self-emp-not-inc,132652,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,1
1489,50,Private,132652,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,United-States,0
13787,22,Local-gov,132652,Some-college,10,Divorced,Protective-serv,Unmarried,Black,Male,United-States,0
5860,19,Private,132652,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,White,Male,United-States,0
6350,37,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
6836,30,Private,132652,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,0
16277,31,Private,132652,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,0
4744,21,Self-emp-inc,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
11350,23,Private,132652,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
995,33,Private,132652,Assoc-voc,11,Separated,Handlers-cleaners,Unmarried,White,Male,United-States,0
15592,19,Private,132652,HS-grad,9,Separated,Sales,Unmarried,White,Female,United-States,0
8126,36,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
6816,17,Private,132652,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,1
8558,20,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
2681,25,Private,132652,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,United-States,0
11134,21,?,132652,Some-college,10,Married-civ-spouse,?,Husband,White,Male,United-States,0
12409,17,Private,132652,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,0
9624,23,Private,24694,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,United-States,0
7132,23,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,United-States,1
5336,18,Private,132652,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,0
10910,21,Private,132652,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,0
15902,39,Private,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
6811,35,Private,132652,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
2928,19,Private,132652,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,United-States,0
408,17,Private,132652,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
13599,17,Private,132652,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
2410,23,Private,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
13084,18,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
1803,36,Private,132652,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
14529,50,Private,132652,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
2832,55,Self-emp-inc,132652,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,United-States,0
3084,42,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
12686,17,Private,132652,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,1
11198,19,Private,132652,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,United-States,0
5887,17,Federal-gov,132652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
8956,26,Private,132652,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
4996,23,?,132652,Some-college,10,Married-civ-spouse,?,Husband,Black,Male,United-States,0
15364,24,Private,132652,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,United-States,0
11050,17,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
10675,17,Private,132652,10th,6,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
1561,33,Private,132652,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,United-States,0
9719,24,Private,132652,10th,6,Never-married,Other-service,Other-relative,White,Male,United-States,0
12103,42,Local-gov,24694,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
14060,50,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
15263,21,Private,132652,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
3902,19,Private,132652,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,United-States,0
12228,50,Self-emp-inc,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
9547,31,Private,132652,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,0
5190,25,Local-gov,132652,9th,5,Never-married,Adm-clerical,Unmarried,Black,Female,United-States,0
6936,20,Private,132652,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,United-States,0
7744,24,Private,132652,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Male,United-States,0
5574,36,Private,132652,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
12063,19,Private,132652,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Female,United-States,0
353,50,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
14491,23,Private,132652,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
15582,23,Private,132652,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,United-States,0
13809,24,Self-emp-not-inc,132652,7th-8th,4,Never-married,Other-service,Unmarried,Black,Female,United-States,0
3312,19,Private,132652,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
15117,25,Self-emp-not-inc,132652,HS-grad,9,Divorced,Sales,Unmarried,White,Male,United-States,0
8536,30,Private,132652,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
4119,37,Private,132652,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,United-States,0
5213,19,Private,132652,Some-college,10,Never-married,Sales,Own-child,White,Male,United-States,0
455,18,Self-emp-inc,132652,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,United-States,0
13620,17,Private,132652,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,Black,Male,United-States,0
708,19,Private,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
11763,30,Private,132652,Some-college,10,Never-married,Other-service,Own-child,White,Male,United-States,0
15074,33,Private,132652,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,United-States,0
1497,19,Self-emp-not-inc,132652,Some-college,10,Never-married,Other-service,Own-child,White,Female,United-States,0
12450,25,Private,132652,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,United-States,1
12270,25,Private,132652,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,United-States,0
2725,26,Self-emp-not-inc,132652,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
2603,23,Local-gov,132652,Some-college,10,Never-married,Protective-serv,Unmarried,White,Female,United-States,0
13095,28,Private,132652,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
1405,50,Private,24694,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
12194,64,Local-gov,132652,HS-grad,9,Widowed,Protective-serv,Not-in-family,White,Female,United-States,0
15641,23,Private,132652,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,United-States,0
4889,50,?,132652,Masters,14,Divorced,?,Not-in-family,White,Female,United-States,0
16134,31,Self-emp-not-inc,132652,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,0
13939,41,Private,34572,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
14143,37,Private,132652,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,1
15953,23,Private,132652,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,0
8059,31,Private,132652,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,0
11395,50,Private,132652,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,0
16085,39,Private,132652,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,1
8116,29,Local-gov,132652,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,United-States,1
8401,17,Local-gov,132652,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,0
1058,18,Private,132652,11th,7,Divorced,Sales,Own-child,White,Male,United-States,0
8128,19,Private,132652,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,0
9385,17,Self-emp-not-inc,132652,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,0
13289,20,Private,132652,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,United-States,0
5434,23,Private,132652,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
5834,38,Private,132652,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,0
9919,39,Private,132652,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,0
16161,37,Private,132652,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
3591,24,Private,132652,Some-college,10,Never-married,Handlers-cleaners,Unmarried,White,Female,United-States,0
3150,17,Private,132652,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,United-States,0
10748,19,Private,132652,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,0
14139,24,Local-gov,132652,HS-grad,9,Never-married,Protective-serv,Own-child,White,Female,United-States,0
9698,24,Private,132652,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,United-States,0
4246,19,?,132652,Bachelors,13,Never-married,?,Own-child,White,Female,United-States,0
868,17,Private,24694,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,0
